Company,Item,Calories,"Calories from
Fat","Total Fat
(g)","Saturated Fat
(g)","Trans Fat
(g)","Cholesterol
(mg)","Sodium 
(mg)","Carbs
(g)","Fiber
(g)","Sugars
(g)","Protein
(g)","Weight Watchers
Pnts","Iron
(mg)","Potassium
(mg)","Magnesium
(mg)","Calcium
(mg)","Vitamin A
(mg)","Vitamin C
(mg)","Vitamin D
(mg)"
KFC,Classic Lemonade (20 fl oz),140,,0,0,0,0,130,39,0,38,0,178,0.1,55,7,10,0,14,0
KFC,Code Red Mountain Dew® (12 fl oz),170,,0,0,0,0,50,46,0,46,0,216,0,10,2,4,0,0,0
KFC,Code Red Mountain Dew® (16 fl oz),230,,0,0,0,0,65,62,0,62,0,292,0,13,3,5,0,0,0
KFC,Code Red Mountain Dew® (20 fl oz),290,,0,0,0,0,85,77,0,77,0,367,0,16,4,6,0,0,0
KFC,Code Red Mountain Dew® (30 fl oz),430,,0,0,0,0,125,116,0,115,0,545,0,24,6,9,0,0,0
KFC,Diet Dr Pepper® (12 fl oz),0,,0,0,0,0,70,0,0,0,0,0,0,8,2,4,0,0,0
KFC,Diet Dr Pepper® (16 fl oz),0,,0,0,0,0,95,0,0,0,0,0,0,11,3,5,0,0,0
KFC,Diet Dr Pepper® (20 fl oz),0,,0,0,0,0,120,0,0,0,0,0,0,14,4,6,0,0,0
KFC,Diet Dr Pepper® (30 fl oz),0,,0,0,0,0,180,0,0,0,0,0,0,20,6,9,0,0,0
KFC,Diet Mist Twst® (12 fl oz),0,,0,0,0,0,35,0,0,0,0,0,0,8,2,4,0,0,0
KFC,Diet Mist Twst® (16 fl oz),0,,0,0,0,0,50,0,0,0,0,0,0,11,3,5,0,0,0
KFC,Diet Mist Twst® (20 fl oz),0,,0,0,0,0,60,0,0,0,0,0,0,13,4,6,0,0,0
KFC,Diet Mist Twst® (30 fl oz),5,,0,0,0,0,95,0,0,0,0,5,0,19,6,9,0,0,0
KFC,Diet Mountain Dew® (12 fl oz),0,,0,0,0,0,55,1,0,0,0,0,0,9,2,4,0,0,0
KFC,Diet Mountain Dew® (16 fl oz),5,,0,0,0,0,75,1,0,0,0,5,0,12,3,5,0,0,0
KFC,Diet Mountain Dew® (20 fl oz),10,,0,0,0,0,90,1,0,1,0,11,0,15,4,6,0,0,0
KFC,Diet Mountain Dew® (30 fl oz),10,,0,0,0,0,140,1,0,1,0,11,0,22,6,9,0,0,0
KFC,Diet Pepsi® (12 fl oz),0,,0,0,0,0,55,0,0,0,0,0,0,8,2,4,0,0,0
KFC,Diet Pepsi® (16 fl oz),0,,0,0,0,0,75,0,0,0,0,0,0,11,3,5,0,0,0
KFC,Diet Pepsi® (20 fl oz),0,,0,0,0,0,95,0,0,0,0,0,0,14,4,6,0,0,0
KFC,Diet Pepsi® (30 fl oz),0,,0,0,0,0,140,0,0,0,0,0,0,20,6,9,0,0,0
KFC,Diet Pepsi® Wild Cherry Pepsi® (12 fl oz),0,,0,0,0,0,35,0,0,0,0,0,0,8,2,4,0,0,0
KFC,Diet Pepsi® Wild Cherry Pepsi® (16 fl oz),0,,0,0,0,0,50,0,0,0,0,0,0,11,3,5,0,0,0
KFC,Diet Pepsi® Wild Cherry Pepsi® (20 fl oz),0,,0,0,0,0,60,0,0,0,0,0,0,13,4,6,0,0,0
KFC,Diet Pepsi® Wild Cherry Pepsi® (30 fl oz),0,,0,0,0,0,95,0,0,0,0,0,0,19,6,9,0,0,0
KFC,Dr Pepper® (12 fl oz),140,,0,0,0,0,45,39,0,38,0,178,0,9,2,4,0,0,0
KFC,Dr Pepper® (16 fl oz),190,,0,0,0,0,60,52,0,51,0,241,0,12,3,5,0,0,0
KFC,Dr Pepper® (20 fl oz),240,,0,0,0,0,75,65,0,64,0,304,0,15,4,6,0,0,0
KFC,Dr Pepper® (30 fl oz),360,,0,0,0,0,110,98,0,96,0,456,0,22,6,9,0,0,0
KFC,Lipton® Brisk® Lemon Tea (12 fl oz),80,,0,0,0,0,40,22,0,22,0,102,0,12,3,4,0,2,0
KFC,Lipton® Brisk® Lemon Tea (16 fl oz),110,,0,0,0,0,55,29,0,29,0,139,0,16,4,5,0,3,0
KFC,Lipton® Brisk® Lemon Tea (20 fl oz),140,,0,0,0,0,70,36,0,36,0,176,0,20,5,6,0,4,0
KFC,Lipton® Brisk® Lemon Tea (30 fl oz),210,,0,0,0,0,105,55,0,54,0,264,0,30,8,9,0,6,0
KFC,Lipton® Brisk® No Calorie Peach Iced Green Tea (12 fl oz),0,,0,0,0,0,105,0,0,0,0,0,0,12,3,4,0,0,0
KFC,Lipton® Brisk® No Calorie Peach Iced Green Tea (16 fl oz),0,,0,0,0,0,140,0,0,0,0,0,0,16,4,5,0,0,0
KFC,Lipton® Brisk® No Calorie Peach Iced Green Tea (20 fl oz),5,,0,0,0,0,180,0,0,0,0,5,0,20,5,6,0,0,0
KFC,Lipton® Brisk® No Calorie Peach Iced Green Tea (30 fl oz),10,,0,0,0,0,270,0,0,0,0,10,0,30,8,9,0,0,0
KFC,Lipton® Brisk® Raspberry Tea (12 fl oz),80,,0,0,0,0,45,20,0,20,0,100,0,12,3,4,0,2,0
KFC,Lipton® Brisk® Raspberry Tea (16 fl oz),100,,0,0,0,0,55,26,0,26,0,126,0,16,4,5,0,3,0
KFC,Lipton® Brisk® Raspberry Tea (20 fl oz),130,,0,0,0,0,70,33,0,33,0,163,0,20,5,6,0,4,0
KFC,Lipton® Brisk® Raspberry Tea (30 fl oz),190,,0,0,0,0,110,49,0,49,0,239,0,30,8,9,0,6,0
KFC,Lipton® Brisk® Sweet Iced Tea (12 fl oz),80,,0,0,0,0,45,22,0,21,0,101,0,12,3,4,0,0,0
KFC,Lipton® Brisk® Sweet Iced Tea (16 fl oz),110,,0,0,0,0,65,29,0,29,0,139,0,16,4,5,0,0,0
KFC,Lipton® Brisk® Sweet Iced Tea (20 fl oz),130,,0,0,0,0,80,36,0,36,0,166,0,20,5,6,0,0,0
KFC,Lipton® Brisk® Sweet Iced Tea (30 fl oz),200,,0,0,0,0,120,54,0,54,0,254,0,30,8,9,0,0,0
KFC,Lipton® Brisk® Unsweetened No Lemon Iced Tea (12 fl oz),0,,0,0,0,0,45,0,0,0,0,0,0,12,3,4,0,0,0
KFC,Lipton® Brisk® Unsweetened No Lemon Iced Tea (16 fl oz),0,,0,0,0,0,60,0,0,0,0,0,0,16,4,5,0,0,0
KFC,Lipton® Brisk® Unsweetened No Lemon Iced Tea (20 fl oz),0,,0,0,0,0,75,0,0,0,0,0,0,20,5,6,0,0,0
KFC,Lipton® Brisk® Unsweetened No Lemon Iced Tea (30 fl oz),0,,0,0,0,0,115,0,0,0,0,0,0,30,8,9,0,0,0
KFC,Manzanita Sol® (12 fl oz),160,,0,0,0,0,35,42,0,42,0,202,0,10,2,4,0,0,0
KFC,Manzanita Sol® (16 fl oz),210,,0,0,0,0,45,57,0,57,0,267,0,13,3,5,0,0,0
KFC,Manzanita Sol® (20 fl oz),260,,0,0,0,0,55,71,0,71,0,331,0,16,4,6,0,0,0
KFC,Manzanita Sol® (30 fl oz),400,,0,0,0,0,80,106,0,106,0,506,0,24,6,9,0,0,0
KFC,Miranda® Strawberry (12 fl oz),160,,0,0,0,0,70,44,0,44,0,204,0,10,2,4,0,0,0
KFC,Miranda® Strawberry (16 fl oz),220,,0,0,0,0,95,58,0,58,0,278,0,13,3,5,0,0,0
KFC,Miranda® Strawberry (20 fl oz),270,,0,0,0,0,120,73,0,73,0,343,0,16,4,6,0,0,0
KFC,Miranda® Strawberry (30 fl oz),410,,0,0,0,0,180,109,0,109,0,519,0,24,6,9,0,0,0
KFC,Mist Twst® (12 fl oz),150,,0,0,0,0,35,41,0,41,0,191,0,9,2,4,0,0,0
KFC,Mist Twst® (16 fl oz),200,,0,0,0,0,45,54,0,54,0,254,0,12,3,5,0,0,0
KFC,Mist Twst® (20 fl oz),260,,0,0,0,0,55,68,0,68,0,328,0,15,4,6,0,0,0
KFC,Mist Twst® (30 fl oz),380,,0,0,0,0,80,101,0,101,0,481,0,22,6,9,0,0,0
KFC,MNT DEW Sweet Lightning (20 fl oz),120,,0,0,0,0,190,32,0,25,0,145,0,15,4,6,0,0,0
KFC,Mountain Dew® (12 fl oz),160,,0,0,0,0,50,44,0,44,0,204,0,10,2,4,0,0,0
KFC,Mountain Dew® (16 fl oz),220,,0,0,0,0,70,59,0,58,0,278,0,13,3,5,0,0,0
KFC,Mountain Dew® (20 fl oz),270,,0,0,0,0,85,73,0,73,0,343,0,16,4,6,0,0,0
KFC,Mountain Dew® (30 fl oz),410,,0,0,0,0,125,110,0,109,0,519,0,24,6,9,0,0,0
KFC,Mug Root Beer® (12 fl oz),140,,0,0,0,0,45,39,0,39,0,179,0,9,2,4,0,0,0
KFC,Mug Root Beer® (16 fl oz),190,,0,0,0,0,60,52,0,52,0,242,0,12,3,5,0,0,0
KFC,Mug Root Beer® (20 fl oz),240,,0,0,0,0,75,65,0,65,0,305,0,15,4,6,0,0,0
KFC,Mug Root Beer® (30 fl oz),360,,0,0,0,0,110,98,0,98,0,458,0,22,6,9,0,0,0
KFC,Pepsi Zero Sugar® (12 fl oz),0,,0,0,0,0,35,0,0,0,0,0,0,8,2,4,0,0,0
KFC,Pepsi Zero Sugar® (16 fl oz),0,,0,0,0,0,50,0,0,0,0,0,0,11,3,5,0,0,0
KFC,Pepsi Zero Sugar® (20 fl oz),0,,0,0,0,0,60,0,0,0,0,0,0,13,4,6,0,0,0
KFC,Pepsi Zero Sugar® (30 fl oz),0,,0,0,0,0,95,1,0,0,0,0,0,19,6,9,0,0,0
KFC,Pepsi® (12 fl oz),150,,0,0,0,0,30,41,0,41,0,191,0,9,2,4,0,0,0
KFC,Pepsi® (16 fl oz),200,,0,0,0,0,45,55,0,55,0,255,0,12,3,5,0,0,0
KFC,Pepsi® (20 fl oz),250,,0,0,0,0,55,69,0,69,0,319,0,15,4,6,0,0,0
KFC,Pepsi® (30 fl oz),380,,0,0,0,0,80,104,0,103,0,483,0,22,6,9,0,0,0
KFC,Sobe Lifewater Yumberry Pomegranate (12 fl oz),0,,0,0,0,0,45,0,0,0,0,0,0,10,2,4,0,0,0
KFC,Sobe Lifewater Yumberry Pomegranate (16 fl oz),0,,0,0,0,0,65,0,0,0,0,0,0,13,3,5,0,0,0
KFC,Sobe Lifewater Yumberry Pomegranate (20 fl oz),0,,0,0,0,0,80,0,0,0,0,0,0,16,4,6,0,0,0
KFC,Sobe Lifewater Yumberry Pomegranate (30 fl oz),5,,0,0,0,0,120,1,0,0,0,5,0,24,6,9,0,0,0
KFC,Strawberry Lemonade (1/2 Gallon),950,,0,0,0,0,790,270,0,264,0,1214,0.8,380,48,70,0,95,0
KFC,Strawberry Lemonade (20 fl oz),170,,0,0,0,0,130,45,0,44,0,214,0.1,65,8,12,0,16,0
KFC,Tropicana® Fruit Punch (12 fl oz),170,,0,0,0,0,35,45,0,45,0,215,0,140,5,5,0.02,50,0
KFC,Tropicana® Fruit Punch (16 fl oz),230,,0,0,0,0,45,60,0,60,0,290,0,185,7,7,0.03,65,0
KFC,Tropicana® Fruit Punch (20 fl oz),280,,0,0,0,0,60,75,0,75,0,355,0,230,9,9,0.04,82,0
KFC,Tropicana® Fruit Punch (30 fl oz),420,,0,0,0,0,90,113,0,112,0,532,0,345,13,13,0.06,123,0
KFC,Tropicana® Light Lemonade (12 fl oz),5,,0,0,0,0,140,0,0,0,0,5,0,14,3,4,0,2,0
KFC,Tropicana® Light Lemonade (16 fl oz),10,,0,0,0,0,190,0,0,0,0,10,0,19,4,5,0,3,0
KFC,Tropicana® Light Lemonade (20 fl oz),10,,0,0,0,0,240,0,0,0,0,10,0,24,5,6,0,4,0
KFC,Tropicana® Light Lemonade (30 fl oz),15,,0,0,0,0,350,1,0,0,0,15,0,36,8,9,0,6,0
KFC,Tropicana® Pink Lemonade (12 fl oz),150,,0,0,0,0,160,40,0,40,0,190,0,50,6,8,0,12,0
KFC,Tropicana® Pink Lemonade (16 fl oz),210,,0,0,0,0,210,53,0,53,0,263,0,67,8,11,0,16,0
KFC,Tropicana® Pink Lemonade (20 fl oz),260,,0,0,0,0,260,67,0,67,0,327,0,83,10,13,0,20,0
KFC,Tropicana® Pink Lemonade (30 fl oz),390,,0,0,0,0,390,100,0,100,0,490,0,125,15,20,0,30,0
KFC,Tropicana® Twister® Orange (12 fl oz),170,,0,0,0,0,35,46,0,46,0,216,0,110,5,5,0.02,35,0
KFC,Tropicana® Twister® Orange (16 fl oz),230,,0,0,0,0,50,61,0,61,0,291,0,145,7,7,0.03,47,0
KFC,Tropicana® Twister® Orange (20 fl oz),290,,0,0,0,0,60,76,0,76,0,366,0,180,9,9,0.04,58,0
KFC,Tropicana® Twister® Orange (30 fl oz),430,,0,0,0,0,90,115,0,114,0,544,0,270,13,13,0.06,87,0
KFC,Wild Cherry Pepsi® (12 fl oz),160,,0,0,0,0,30,42,0,42,0,202,0,10,2,4,0,0,0
KFC,Wild Cherry Pepsi® (16 fl oz),210,,0,0,0,0,40,56,0,56,0,266,0,13,3,5,0,0,0
KFC,Wild Cherry Pepsi® (20 fl oz),260,,0,0,0,0,50,70,0,70,0,330,0,16,4,6,0,0,0
KFC,Wild Cherry Pepsi® (30 fl oz),390,,0,0,0,0,80,105,0,105,0,495,0,24,6,9,0,0,0
KFC,Country Fried Steak without Peppered White Gravy,360,,24,7,1,35,750,22,2,0,13,354,2.2,310,28,80,0.02,1,0.18
KFC,Country Fried Steak with Peppered White Gravy,390,,26,7,1,35,910,26,2,0,13,384,2.3,330,30,90,0.02,1,0.2
KFC,KFC® Gizzards,300,,16,2,0,210,770,18,<1,0,20,282,4.5,240,28,30,0,0,0.15
KFC,KFC® Livers,230,,13,2.5,0,285,750,12,0,0,17,215.5,8.5,280,24,18,0.28,12,0.8
Taco Bell,Bacon Club Chalupa,440,240,27,5,0,50,840,31,2,3,20,1.8,310,28,100,0.04,3,0.2
Taco Bell,Blue Raspberry Freeze™ (16 oz),120,0,0,0,0,0,35,30,0,30,0,0,15,3,4,0,0,0
Taco Bell,Blue Raspberry Freeze™ (20 oz),150,0,0,0,0,0,40,38,0,38,0,0,19,4,5,0,0,0
Taco Bell,Loaded Nacho Taco,250,110,12,4.5,0,25,610,24,3,2,10,1.2,180,20,90,0.03,2,0.15
Taco Bell,Midnight Berry Freeze™ (16 oz),140,0,0,0,0,0,35,35,0,34,0,0,16,3,4,0,0,0
Taco Bell,Midnight Berry Freeze™ (20 oz),170,0,0,0,0,0,40,43,0,42,0,0,20,4,5,0,0,0
Taco Bell,Nacho Fries,320,160,18,1.5,0,<5,630,35,4,2,4,0.9,540,32,25,0,5,0
Taco Bell,Nacho Fries BellGrande®,710,360,40,6,0,30,1440,73,10,4,13,2.2,810,54,240,0.05,6,0.3
Taco Bell,Black Bean Chalupa – Online Exclusive,330,140,15,3,0,10,430,39,5,3,10,2.1,420,38,85,0.08,4,0
Taco Bell,Black Bean Quesarito – Online Exclusive,630,270,29,10,0,35,1260,73,7,5,19,3.2,590,52,310,0.1,3,0.4
Taco Bell,Quesarito – Online Exclusive,650,300,33,12,0.5,55,1390,67,6,5,22,2.8,520,48,330,0.08,2,0.45
Taco Bell,Chalupa Supreme® – Beef,350,170,18,5,0,25,560,33,4,3,13,1.8,280,26,110,0.06,3,0.15
Taco Bell,Chalupa Supreme® – Chicken,330,140,15,3.5,0,35,560,31,2,3,16,1.5,310,28,100,0.04,3,0.12
Taco Bell,Chalupa Supreme® – Steak,330,140,16,4,0,30,530,32,2,3,15,1.6,295,27,95,0.04,3,0.13
Taco Bell,Cheesy Gordita Crunch,500,250,28,10,0.5,55,850,41,5,4,20,2.2,340,32,240,0.06,2,0.35
Taco Bell,Crunchy Taco,170,80,9,3.5,0,25,310,13,3,<1,8,1,140,16,60,0.03,1,0.08
Taco Bell,Crunchy Taco Supreme®,190,100,11,4.5,0,25,340,15,3,2,8,1.1,155,17,70,0.04,2,0.09
Taco Bell,Loaded Nacho Taco (New),250,110,12,4.5,0,25,610,24,3,2,10,1.2,180,20,90,0.03,2,0.15
Taco Bell,Nacho Cheese Doritos® Locos Taco,170,80,9,3.5,0,25,360,13,3,<1,8,1,145,16,65,0.03,1,0.08
Taco Bell,Nacho Cheese Doritos® Locos Taco Supreme®,190,100,11,4.5,0,30,380,15,3,2,8,1.1,160,17,75,0.04,2,0.09
Taco Bell,Soft Taco – Beef,180,80,9,4,0,25,500,17,3,1,9,1.2,160,18,70,0.03,1,0.1
Taco Bell,Soft Taco – Chicken,160,50,5,2.5,0,30,500,16,1,1,12,1,175,19,65,0.02,1,0.08
Taco Bell,Soft Taco Supreme®, , , , , , , , , , , ,0,0,0,0,0,0,0
Taco Bell,Soft Taco – Beef,210,90,10,5,0,25,520,20,3,2,10,1.3,175,20,80,0.04,2,0.12
Taco Bell,Soft Taco – Chicken,180,60,7,3.5,0,35,520,18,2,2,13,1.1,190,21,75,0.03,2,0.1
Taco Bell,Bean Burrito (V),350,80,9,3.5,0,5,1000,54,11,3,13,2.8,480,42,110,0.04,2,0
Taco Bell,Beefy 5-Layer Burrito,490,160,18,7,0,30,1250,63,9,5,18,3.2,510,46,180,0.06,2,0.25
Taco Bell,Burrito Supreme® – Beef,390,130,14,6,0,25,1110,51,9,4,16,2.6,420,38,140,0.08,4,0.18
Taco Bell,Burrito Supreme® – Chicken,370,100,11,4.5,0,35,1110,49,8,4,19,2.3,450,40,130,0.06,4,0.15
Taco Bell,Burrito Supreme® – Steak,370,110,12,5,0,30,1090,49,7,4,18,2.4,435,39,125,0.06,4,0.16
Taco Bell,Chili Cheese Burrito (regional),370,150,17,8,0,35,970,40,4,2,16,2.2,360,34,220,0.06,2,0.3
Taco Bell,Quesarito – Beef,650,300,33,12,0.5,55,1390,67,6,5,22,2.8,520,48,330,0.08,2,0.45
Taco Bell,Quesarito – Chicken,620,270,29,11,0,65,1390,66,4,4,25,2.5,550,50,320,0.06,2,0.42
Taco Bell,Quesarito – Steak,630,270,30,11,0,60,1370,66,4,4,24,2.6,540,49,315,0.06,2,0.43
Taco Bell,Chips and Nacho Cheese Sauce (V),220,120,13,1.5,0,<5,250,24,2,2,2,0.5,110,14,60,0,1,0
Taco Bell,Nacho Fries (V) (New),320,160,18,1.5,0,<5,630,35,4,2,4,0.9,540,32,25,0,5,0
Taco Bell,Nacho Fries BellGrande® (New),710,360,40,6,0,30,1440,73,10,4,13,2.2,810,54,240,0.05,6,0.3
Taco Bell,Nachos BellGrande® – Beef,740,340,38,7,0,25,1050,82,15,5,16,2.8,720,52,220,0.08,5,0.28
Taco Bell,Nachos BellGrande® – Chicken,720,310,35,6,0,35,1050,81,14,5,20,2.5,750,54,210,0.06,5,0.25
Taco Bell,Nachos BellGrande® – Steak,720,320,36,6,0,30,1030,81,14,5,19,2.6,735,53,205,0.06,5,0.26
Taco Bell,Beef Quesarito,650,300,33,12,0.5,55,1390,67,6,5,22,2.8,520,48,330,0.08,2,0.45
Taco Bell,Black Bean Quesarito (V),630,270,29,10,0,35,1260,73,7,5,19,3.2,590,52,310,0.1,3,0.4
Taco Bell,Quesadilla – Cheese (V),470,230,25,12,0.5,50,990,37,4,2,19,1.2,220,28,490,0.06,1,0.4
Taco Bell,Quesadilla – Chicken,510,240,26,12,0.5,75,1250,38,4,2,27,1.5,280,32,520,0.05,1,0.45
Taco Bell,Quesadilla – Steak,520,240,27,12,0.5,70,1230,38,4,2,27,1.6,275,31,510,0.05,1,0.45
Taco Bell,Bacon Club Chalupa – Specialties,440,240,27,5,0,50,840,31,2,3,20,1.8,310,28,100,0.04,3,0.2
Taco Bell,Black Bean Chalupa – Specialties,330,140,15,3,0,10,430,39,5,3,10,2.1,420,38,85,0.08,4,0
Taco Bell,Black Bean Crunchwrap Supreme – Specialties,510,160,17,4.5,0,5,1080,77,8,6,13,3.4,580,50,120,0.1,5,0.15
Taco Bell,Black Bean Quesarito – Specialties,630,270,29,10,0,35,1260,73,7,5,19,3.2,590,52,310,0.1,3,0.4
Taco Bell,Chalupa Supreme® – Specialties,350,170,18,5,0,25,560,33,4,3,13,1.8,280,26,110,0.06,3,0.15
Taco Bell,Cheesy Gordita Crunch – Specialties,500,250,28,10,0.5,55,850,41,5,4,20,2.2,340,32,240,0.06,2,0.35
Taco Bell,Cheesy Roll Up – Specialties,180,80,9,5,0,20,430,15,2,<1,9,0.4,80,14,180,0.02,0,0.15
Taco Bell,Crunchwrap Supreme® – Specialties,530,190,21,6,0,25,1200,71,6,6,16,2.8,460,42,160,0.08,4,0.25
Taco Bell,Crunchy Taco – Specialties,170,80,9,3.5,0,25,310,13,3,<1,8,1,140,16,60,0.03,1,0.08
Taco Bell,Nacho Cheese Doritos® Locos Taco – Specialties,170,80,9,3.5,0,25,360,13,3,<1,8,1,145,16,65,0.03,1,0.08
Taco Bell,Nachos BellGrande® – Specialties,740,340,38,7,0,25,1050,82,15,5,16,2.8,720,52,220,0.08,5,0.28
Taco Bell,Power Menu Bowl – Specialties,470,170,19,6,0,70,1200,50,7,2,26,2.6,580,48,140,0.1,6,0.3
Taco Bell,Quesadilla – Specialties,510,240,26,12,0.5,75,1250,38,4,2,27,1.5,280,32,520,0.05,1,0.45
Taco Bell,Quesarito – Specialties,650,300,33,12,0.5,55,1390,67,6,5,22,2.8,520,48,330,0.08,2,0.45
Taco Bell,Soft Taco – Specialties,180,80,9,4,0,25,500,17,3,1,9,1.2,160,18,70,0.03,1,0.1
Taco Bell,Soft Taco Supreme – Specialties,210,90,10,5,0,25,520,20,3,2,10,1.3,175,20,80,0.04,2,0.12
Taco Bell,Veggie Power Menu Bowl – Specialties,430,160,17,5,0,20,810,57,10,2,12,3.2,670,52,110,0.12,8,0.15
Taco Bell,Black Beans & Rice (V),170,30,3.5,0,0,0,320,31,4,0,4,1.8,240,32,35,0.02,1,0
Taco Bell,Black Beans (V),50,10,1,0,0,0,135,8,3,0,2,1.2,180,22,15,0,0,0
Taco Bell,Cinnabon® Delights™ (2 Pk) (V),160,80,9,2,0,5,80,17,0,10,2,0.6,65,12,40,0.02,0,0.15
Taco Bell,Cinnabon® Delights™ (12 Pk – Serves 4) (V),930,480,53,13,2,40,480,104,3,59,9,3.6,390,72,240,0.12,0,0.9
Taco Bell,Cinnamon Twists (V),170,50,6,0,0,0,210,27,<1,13,1,0.5,35,8,8,0,0,0
Taco Bell,Diablo Sauce Packet (V),0,0,0,0,0,0,30,0,0,0,0,0,5,1,1,0,1,0
Taco Bell,Fire Sauce Packet (V),0,0,0,0,0,0,55,0,0,0,0,0,8,2,2,0,1,0
Taco Bell,Hot Sauce Packet (V),0,0,0,0,0,0,45,0,0,0,0,0,7,1,1,0,1,0
Taco Bell,Mild Sauce Packet (V),0,0,0,0,0,0,30,0,0,0,0,0,5,1,1,0,0,0
Taco Bell,Blue Raspberry Freeze™ (16 oz) (New),120,0,0,0,0,0,35,30,0,30,0,0,15,3,4,0,0,0
Taco Bell,Blue Raspberry Freeze™ (20 oz) (New),150,0,0,0,0,0,40,38,0,38,0,0,19,4,5,0,0,0
Taco Bell,Dragon Fruit Freeze (16 oz),190,0,0,0,0,0,50,49,0,47,0,0,20,4,5,0.02,2,0
Taco Bell,Dragon Fruit Freeze (20 oz),230,0,0,0,0,0,60,59,0,57,0,0,25,5,6,0.03,3,0
Taco Bell,Lowfat Milk – CA (Regional),100,20,2,1.5,0,10,130,13,0,12,9,0.1,380,28,300,0.1,0,2.5
Taco Bell,Lowfat Milk – Federal (Regional),80,20,2,1.5,0,10,100,10,0,9,7,0.1,370,26,290,0.1,0,2.5
Taco Bell,Midnight Berry Freeze™ (16 oz) (New),140,0,0,0,0,0,35,35,0,34,0,0,16,3,4,0,0,0
Taco Bell,Midnight Berry Freeze™ (20 oz) (New),170,0,0,0,0,0,40,43,0,42,0,0,20,4,5,0,0,0
Taco Bell,Mtn Dew® Baja Blast Freeze™ (16 oz),150,0,0,0,0,0,45,41,0,41,0,0,18,4,5,0,0,0
Taco Bell,Mtn Dew® Baja Blast Freeze™ (20 oz),190,0,0,0,0,0,55,51,0,51,0,0,22,5,6,0,0,0
Taco Bell,Orange Juice,140,0,0,0,0,0,20,33,<1,28,2,0.4,450,24,25,0.02,95,0
Taco Bell,Premium Hot Coffee,10,0,0,0,0,0,0,0,0,0,2,0,120,8,5,0,0,0
Taco Bell,Regular Iced Coffee,10,0,0,0,0,0,0,0,0,0,2,0,130,9,5,0,0,0
Taco Bell,Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taco Bell,Wild Strawberry Freeze™ (16 oz),150,0,0,0,0,0,40,41,0,41,0,0,18,4,5,0,0,0
Taco Bell,Wild Strawberry Freeze™ (20 oz),190,0,0,0,0,0,55,51,0,51,0,0,22,5,6,0,0,0
Taco Bell,Beef Burrito – Value Menu,430,170,19,5,0,20,970,51,4,3,12,2.4,380,36,120,0.05,2,0.18
Taco Bell,Cheesy Bean & Rice Burrito – Value Menu,420,140,16,4,0,<5,880,56,7,3,10,2.6,460,42,130,0.04,2,0.15
Taco Bell,Cheesy Roll Up – Value Menu,180,80,9,5,0,20,430,15,2,<1,9,0.4,80,14,180,0.02,0,0.15
Taco Bell,Chicken Chipotle Melt – Value Menu,190,80,9,3,0,35,530,15,1,<1,12,1.1,220,20,90,0.02,1,0.12
Taco Bell,Chips and Nacho Cheese Sauce – Value Menu,220,120,13,1.5,0,<5,250,24,2,2,2,0.5,110,14,60,0,1,0
Taco Bell,Cinnamon Twists – Value Menu,170,50,6,0,0,0,210,27,<1,13,1,0.5,35,8,8,0,0,0
Taco Bell,Loaded Nacho Taco – Value Menu,250,110,12,4.5,0,25,610,24,3,2,10,1.2,180,20,90,0.03,2,0.15
Taco Bell,Bean Burrito,350,80,9,3.5,0,5,1000,54,11,3,13,2.8,480,42,110,0.04,2,0
Taco Bell,Black Bean Chalupa,330,140,15,3,0,10,430,39,5,3,10,2.1,420,38,85,0.08,4,0
Taco Bell,Black Bean Crunchwrap Supreme,510,160,17,4.5,0,5,1080,77,8,6,13,3.4,580,50,120,0.1,5,0.15
Taco Bell,Black Bean Quesarito,630,270,29,10,0,35,1260,73,7,5,19,3.2,590,52,310,0.1,3,0.4
Taco Bell,Black Beans & Rice,170,30,3.5,0,0,0,320,31,4,0,4,1.8,240,32,35,0.02,1,0
Taco Bell,Cheese Quesadilla,470,230,25,12,0.5,50,990,37,4,2,19,1.2,220,28,490,0.06,1,0.4
Taco Bell,Cheesy Bean & Rice Burrito,420,140,16,4,0,<5,880,56,7,3,10,2.6,460,42,130,0.04,2,0.15
Taco Bell,Cheesy Roll Up,180,80,9,5,0,20,430,15,2,<1,9,0.4,80,14,180,0.02,0,0.15
Taco Bell,Chips and Nacho Cheese Sauce,220,120,13,1.5,0,<5,250,24,2,2,2,0.5,110,14,60,0,1,0
Taco Bell,Cinnabon® Delights™ (2 Pack),160,80,9,2,0,5,80,17,0,10,2,0.6,65,12,40,0.02,0,0.15
Taco Bell,Cinnabon® Delights™ (12 Pack – Serves 4),930,480,53,13,2,40,480,104,3,59,9,3.6,390,72,240,0.12,0,0.9
Taco Bell,Cinnamon Twists,170,50,6,0,0,0,210,27,<1,13,1,0.5,35,8,8,0,0,0
Taco Bell,Hash Brown,160,100,12,1,0,0,270,13,2,0,1,0.6,350,20,12,0,3,0
Taco Bell,Power Menu Bowl – Veggie,430,160,17,5,0,20,810,57,10,2,12,3.2,670,52,110,0.12,8,0.15
Taco Bell,Power Menu Bowl – Chicken,470,170,19,6,0,70,1200,50,7,2,26,2.6,580,48,140,0.1,6,0.3
Taco Bell,Power Menu Bowl – Steak,480,180,20,7,0,60,1150,51,7,2,25,2.7,570,49,135,0.1,6,0.3
